type,number,question,answer
choice,85,"不属于及时调整施工组织设计原因的是：（）。
（A）重大设计变更 （B）施工现场有较大变化
（C）出现施工事故 （D）合同变更",C
choice,86,"电缆扎线带过紧而压缩电缆，一般会使（）处于不合格状态。
（A）近端串扰 （B）衰减串扰比 
（C）传播时延 （D）回波损耗",D
choice,87,"再生中继器的功能是（）
（A）将同步复用和数字交叉连接功能集于一体，能够灵活地分插任意群路、支路和系统各时隙的信号，使得网络设计有很大的灵活性
（B）将若干个PDH低速率支路信号复用成为STM-1帧结构电(或光)信号，或将STM-n信号复用成为STM—N 
（C）将经过光纤长距离传输后，受到较大衰减和色散畸变的光脉冲信号，转换成电信号后，进行放大、整形、再定时、再生成为规范的电脉冲信号，经过调制光源变换成光脉冲信号，送入光纤继续传输，以延长通信距离 
（D）实现SDH设备内支路间、群路间、支路与群路间、群路与群路间的交叉连接，兼有复用、解复用、配线、光电互转、保护恢复、监控和电路资源管理等多种功能解",C
choice,88,"GSM是干扰受限系统，但干扰不会导致()。
（A）增加误码率 （B）降低语音质量
（C）掉话 （D）降低系统容量",D
choice,89,"电平表在跨接法测量电平时，阻抗应放在()档。
（A）高阻 （B）600Ω （C）150 Ω （D） 75 Ω",A
choice,90,"强电线路对通信线的影响主要为()。
（A）危险影响和干扰影响 （B）平行影响和交叉影响
（C）近距离影响和远距离影 （D）功能影响和性能影响",A
choice,91,"杆上有人作业时，杆下距离电杆至少()m 范围内不得有人。
（A）1 （B）1.5 （C）2 （D）3",C
choice,92,"登杆作业随身携带的工具、材料的重量不得超过（）公斤。
（A）1 （B）2 （C）3 （D）4",A
choice,93,"有关接地装置安装与引接叙述错误的是（）。
（A）水平接地体距建筑物外墙间距不小于1m，埋深不小于0.8m。
（B）接地装置的焊接采用搭接焊，搭接处需做防腐处理。
（C） 垂直接地体之间的间距不应小于其长度的3倍。
（D）可采用降阻剂、新型接地材料等方法降低阻值。",C
choice,94,"下列现场施工中存在违规操作或安全隐患的行为是（）。
（A）电气设备严重威胁人身安全时，可越级拉开负荷开关。
（B） 在接线和拆线时，按照先中性线后相线顺序操作。
（C）在电气设备发生跳闸后，未查清楚原因前不得合闸。
（D）现场进行低压作业时，至少两人以上同时作业。",B
choice,95,"国家规定：施工单位应在以下期限内对管理人员和作业人员至少进行一次安全生产教育培训。（） 
（A）3个月 （B）半年 （C）一年 （D）2年",C
choice,96,"电源系统中，关于设备安装和配线描述正确的是（）。
（A）电源设备带电部分与金属外壳间的绝缘电阻应大于5MΩ。
（B）电源配线的芯线的绝缘电阻应大于2 MΩ。
（C）芯线对地的绝缘电阻应大于4 MΩ。
（D）等线径的电源线和地线可以互相替代。",A
choice,97,"《建设工程安全生产管理条例》第二十五条规定，特种作业人员必须经专门的安全作业培训，并取得特种作业（）证书，方可上岗作业。 
（A）操作资格 （B）许可 （C）安全 （D）上岗",A
choice,98,"施工企业要全面落实防火措施:实行严格的动火审批制度，并设置（）动火监护人。
（A）1名 （B）2名 （C）专门 （D）专业",C
choice,99,"铁路建设项目采用一项工程（）一个施工作业指导书的方式，相同类型的工程要根据工程地质条件和工程外部环境对施工作业指导书进行修改，不得直接套用。
（A）单位工程 （B）分部、分项 （C）检验批 （D）作业流程",B
choice,100,"进入现场施工前必须先观察施工区域的（）位置，以便应急紧急情况。
（A）引桥跳板 （B）照明设备 （C）逃生通道 （D）灭火器",C
choice,101,"为防止线路过热、保护线路的正常工作，塑料绝缘导线在运行中最高温度不得超过（）。
（A）50℃ （B）60℃ （C）70℃ （D）80℃",C
choice,102,"根据《建设工程安全生产管理条例》规定，（）有权对施工现场的作业条件、作业程序和作业方式中存在的安全问题提出批评、检举和控告。
（A）最终用户 （B）勘探单位 
（C）作业人员 （D）产品经销单位",C
choice,103,"安全生产法规定，从业人员有权了解其作业场所和工作岗位存在的（）。
（A）重大危险源、防范措施及事故应急措施
（B）危险原因
（C）重大隐患
（D）危险因素、防范措施及事故应急措施",D
choice,104,"靠近架空电线作业，要保证留开安全距离，一般照明线（ ），动力线（ ），否则要采取防护措施才准靠近。（）
（A）1米，1米 （B）2米，1米 
（C）1米，2米 （D）2米，2米",C
choice,105,"漏电保护装置主要用于()。
（A）减小设备及线路的漏电 （B）防止供电中断
（C）减少线路损耗 （D）防止人身触电事故及漏电火灾事故",D
choice,106,"项目部应根据路由复测结果、设计资料、材料到货的实际情况和单盘检验的结果，进行（）。
（A）光（电）缆配盘和接头点的规划 （B）施工组织设计
（C）施工技术交底 （D）施工安排",A
choice,107,"现场动环监控设备的扩展方式为（）。
（A） 通过485总线增加模块 （B） 通过232接口增加模块
（C） 增加监控终端 （D） 增加传感器",A
choice,108,"GSM-R铁塔基础施工时，一般情况下，坑顶两边距离（）内不得堆放弃土，在此范围外弃土的堆放高度不得超过（ B ）。
（A） 0.8 m 、 1.8 m （B） 0.8m、1.5m
（C） 1 m 、 1.2 m （D） 1 m 、1.5 m",B
choice,109,"每个C类地址可带（）个IP主机。
（A）16     （B）64     （C）128 （D）256",D
choice,110,"数据传输中，数据沿通信线路可以向两个方向传递，但不能在两个方向同时传送，属于（）。
（A）单工通信方式 （B）半双工通信方式
（C）双工通信方式 （D）多道通信方式",B
choice,111,"HCTAY-50-22 7/8""馈线单次弯曲时最小弯曲半径为（）。
（A）200mm （B）150mm （C）140mm （D）90mm",C
choice,112,"施工企业应评审和改进质量管理体系的（）。
（A）科学性和有效性 （B）经济性和可靠性
（C） 适宜性和有效性 （D）及时性和可靠性",C
choice,113,"多路复用的主要目的不包括（）。
（A）提高通信线路利用率 （B）提高通信线路通信能力
（C）提高通信线路数据率 （D）降低通信线路通信费用",C
choice,114,"直埋电缆与孤立大树的防雷最小间距应大于（）
（A）20m （B）25m （C）30m （D）35m",B
choice,115,"线槽的直线长度超过（）时，宜采取热膨胀补偿措施。
（A）10m （B）50m （C）100m （D）200m",B
choice,116,"电缆埋设标的设置点不合适的是（）。
（A）电缆防护及余留处 （B）电缆接地点 
（C）穿越铁路、公路、河流的两侧 （D）长度小于500m直线段的中间",D
choice,117,"光缆单盘检验时，衰耗测试一般采用光时域反射仪（OTDR）测试；应加1km左右尾纤，以消除OTDR的盲区，测试应做好记录。测试结果如超出标准或与出厂测试相差太大，应向光缆生产厂家提出用（）进行测试。
（A）后向法 （B）剪断法 （C）远端法 （D）近端法",B
choice,118,"SDH设备抖动测试，主要测试仪表是（）。
（A）图案发生器 （B）光源光功率计
（C）通信信号分析仪 （D） SDH分析仪",D
choice,119,"在焊接印制板上集成电路时最好使用（）电烙铁。
（A）内热式20W （B）外热式25W （C）外热式45W （D）内热式50W",A
choice,120,"塑料管道敷设时，（）管道单段长度可大于200m。
（A） 硅芯管 （B）梅花管
（C）双壁波纹管 （D）ABS管",A
choice,121,"对于精密型的电信仪表接通电源后，一般应预热（）min后再开始工作。
（A）5-15 （B）15-30 （C）10 （D）30",B
choice,122,"引入架、试验架安装前，应对其端子板、分线盒、塞孔、避雷器等进行（）测试。
（A）对号 （B）绝缘电阻
（C）电气绝缘强度 （D）
A、B、C都是",D
choice,123,"编扎电缆芯线时，不正确的做法是（）。
（A）布线松紧适度，转弯圆滑；
（B）电缆剖头保持电缆芯线的扭绞； 
（C）按色谱顺序分线；
（D）余留的芯线长度满足更换编线最短芯线的要求。",C
choice,124,"备用设备至少（）检修一次，轮休周期与运用设备相同，并经常保持良好状态。 
（A）每月 （B）每半年 （C）每季 （D）每年",B
choice,125,"铁路数字通信网以局枢纽至局枢纽（）公里为高级电路。 
（A）1000   （B）3000    （C）5000   （D）6000",D
choice,126,"建设工程施工前，施工单位（）应当对有关安全施工的技术要求向（ A ）做出详细说明，并双方签字确认。
（A）负责项目管理的技术人员，施工作业班组、作业人员
（B）负责项目管理的技术人员，所有人员
（C）项目负责人，施工作业班组、作业人员
（D）项目负责人，所有人员",A
choice,127,"施工项目部采购、租赁的安全防护用具、机械设备、施工机具及配件，应当具有（），并在进入施工现场前进行查验。
（A）出厂证明
（B）生产（制造）许可证、产品合格证
（C）销售证书
（D）质检证书",B
choice,128,"5G的主要技术场景有连续广域覆盖、热点高容量、（）。
（A）低功耗超连接和低时延高可靠
（B）大功耗大连接和高时延高可靠
（C）低功耗大连接和低时延高可靠
（D）大功耗大连接和低时延高可靠",C
choice,129,"需要三相四线制配电的电缆线路必须采用（）电缆。
（A）五芯 （B）四芯电缆加一根导线 （C）独芯 （D）多股",A
choice,130,"通信网的基本结构形式有五种，以下正确的说法是（）
（A）网型、星型、树型、环型、总线型；
（B）网型、星型、线型、复合型、环型；
（C）网型、星型、复合型、环型、总线型；
（D）网型、环型、线型、复合型、树型。",C
choice,131,"光缆中继段在S点的最小回波损耗（包括连接器）STM-1 1550nm波长不小于（）dB。
（A） 15 （B）20 （C） 30 （D） 45",B
choice,132,"危险场所开关箱中漏电保护器额定漏电动作电流不大于（）。
（A） 30mA （B）15mA （C）50mA （D） 10mA",B
choice,133,"数字通信的一个显著特点，是通过（）来实现多路复用。
（A）时间分割 （B）频率分割 （C）话路分割（D）时间同步",A
choice,134,"OTDR的动态范围是衡量其性能的重要指标，以下关于动态范围叙述不正确的是（）
（A）动态范围决定最大测量长度
（B）大动态范围可提高远端小信号的分辨率
（C）动态范围越大，测试速度越快
（D）在一定条件下，测量平均时间越长，动态范围就越小",D
choice,135,"在电缆桥架的端头、弯头、三通、四通（）处应安装支架或吊架。
（A）0.5m （B）1m （C）1.5m （D）2m",A
choice,136,"属于光纤光学特性的是()。
（A）折射率、数值孔径、截止波长 （B）纤芯、包层直径、偏心度
（C）损耗、带宽 （D）折射率、数值孔径",A
choice,137,"两条以上电（光）缆线路同沟敷设时，在相距较近的接头处应接（）。
（A）告警线 （B）横连线 （C）地线 （D）排流线",B
choice,138,"施工现场二级漏电保护系统中，漏电保护器应分设于（）。
（A）总配电箱和分配电箱 （B）总配电箱和开关箱 
（C）分配电箱和开关箱 （D）总配电箱和使用电器",B
choice,139,"线槽焊接应牢固，不应有明显的变形，焊接处应作（）。
（A） 防水处理 （B）防火处理 （C）防鼠处理 （D）防腐处理",D
choice,140,"国家规定的特种作业人员以及在劳动过程中容易发生伤亡事故的有关作业人员，必须经专业培训和考核合格取得()后，方准上岗。
（A）特种作业操作证 （B）结业证
（C）上岗证 （D）培训证",A
choice,141,"三相四线制供电线路中，有关中线叙述正确的是（）。
（A）供电线路的中线应安装熔断丝。
（B）不管负载对称与否，中线都不会有电流
（C）中线的开关不宜断开
（D）当三相负载不对称时，中线能保证各相负载电压相等",D
choice,142,"在GSM系统中，各个子系统间切换叙述有误的是（）。
（A）BSS内部切换由BSC完成
（B） BSS间的切换由MSC完成
（C）NSS间的切换由MSC完成
（D）MS间的切换由BSC完成",D
choice,143,"程控交换机若要建立用户间的信息交换通道，需要以（）方式传送呼叫请求与释放信息、地址信息和忙闲信息。
（A）信令 （B）通道 （C） 链路 （D） 中继段",A
choice,144,"通信直流电源供电系统，应采用整流设备与电池（）供电方式供电。
（A）并联浮充 （B） 并联均充 
（C）串联浮充 （D） 串联均充",A
choice,145,"线路交换不具有的优点是()
（A）传输时延小 （B）处理开销小
（C）对数据信息格式和编码类型没有限制 （D）线路利用率高",D
choice,146,"布放跳线时，不正确的做法是（）。
（A）布线的起止路由符合端子跳线表的规定
（B）布线时保持跳线的扭绞
（C）垂直上下的跳线段布放在直列的同一侧
（D）水平左右的跳线段布放在直列的同一侧",D
choice,147,"程控交换机的交换网络中，传送的是（）信号
（A）模拟 （B）数字 （C）信息 （D）可变",B
choice,148,"适合在传输介质上传输的对象是（）。
（A）信息 （B）数据 （C）信号 （D）二进制数",C
choice,149,"用万用表“Ω”挡测量某二极管时，（）表明管子是好的。
（A）测得正向电阻无穷大
（B）测得反向电阻近似为零
（C）测得正反向电阻近似相等
（D）测得正向电阻近似为零，反向电阻无穷大。",D
choice,150,"用万用表测量电压时，应将万用表（）到被测电路的两端，测量直流时注意正负极。
（A）串联 （B）并联 （C）混联 （D）以上都可以",B
choice,151,"光纤传输光信号是根据（）原理。
（A）折射 （B）全反射 （C）衍射 （D）干涉",B
choice,152,"用电压表测得电路的端电压为零，这说明（）。
（A）电源内电阻为零 （B）外电路断路；
（C）外电路短路 （D）外电路上电流比较小",C
choice,153,"金属保护管连接后应保证整个系统的（）。
（A）电气连续性（B）机械连续性（C）接续连续性（D）性能连续性",A
choice,154,"并行口和串行口最根本的区别是：（）
（A）并行口插座上是金属针，串行口插座上是小孔
（B）并行口又称打印口，专用于打印机
（C）并行口是25路的，串行口分四路和25路二种
（D）并行口可同时传8路信号，串行口一个方向同时能传1路信号",D
choice,155,"电缆桥架就近用（）接地线连接到接地端子。
（A）6mm2 （B）10mm2 （C）16mm2 （D）25mm2",B
choice,156,"漏泄同轴电缆弯曲半径应大于外径()倍
（A）10 （B）15 （C）20 （D）30",C
choice,157,"速率155.520Mbit/s是（）系统的标准速率等级之一。
（A）SDH （B）PDH （C）PCM （D）STM-1",A
choice,158,"光缆尾纤应按标定的纤序连接设备，弯曲半径不应小于（）。
（A）30mm （B）40mm （C）50mm （D）60mm",B
choice,159,"测量晶体二极管的正反向电阻时，应将万用表欧姆挡的量程拨到（）的位置。
（A）R×1或×10 （B）R×100或R×1K
（C）R×10K （D）任意挡位",C
choice,160,"OTDR测试时，以下（）情况的测试容易产生鬼影现象。
（A）短距离测试 （B）长距离测试 
（C）多模光纤测试 （D）单模光纤测试",A
choice,161,"通信管道挖土施工时,在沟深（）米以上的沟坑内工作，必须头戴安全帽，以保安全。
（A） 0.5 （B）1 （C）1.5 （D）2",B
choice,162,"路由器工作在()层。
（A）传输层 （B）网络层 （C）应用层 （D）链路层",B
choice,163,"电器设备发生火灾事故时，应该选用（）灭火机扑灭火灾。
（A）二氧化碳 （B）酸碱 （C）泡沫 （D）干粉",A
choice,164,"光纤的传输特性包括（）特性。
（A）损耗和机械 （B）带宽和机械（C）机械 （D）损耗和带宽",D
choice,165,"通信线路和通信设备接地是为了保护（）而设。
（A）设备安全 （B）仪表安全 （C）人身安全 （D）通信设施安全",D
choice,166,"用OTDR测得某一光纤的接头衰减，A→B为0.3dB，B→A为－0.2dB，则该接头的实际衰减为（）dB。
（A）0.05 （B）0.15 （C） 0.10 （D）0.20",A
choice,167,"万用表不用时，应将其量程选择开关拨到最高（）挡或空挡，以防下次用时不慎烧表。
（A）交流电流 （B）交流电压（C）直流电流 （D）电阻",B
choice,168,"在同一路径内，交流与直流电源线间隔（）mm以上，若因条件限制而不能达到要求时，交流电源线必须采用阻燃PVC管进行隔离防护。
（A） 10 （B）50 （C）100 （D）150",C
choice,169,"选择光、电缆径路的原则应首先考虑（）。
（A）安全、可靠 （B）便于施工 （C）对农林影响小（D）节省投资",A
choice,170,"金属与（）接触，发生作用时有电流发生，使金属受到破坏，即为电化学腐蚀。
（A）干燥气体 （B）非电解质 （C）电解质 （D）电解质溶液",D
choice,171,"馈线在室外部分的外防护层应有不少于()点的接地连接
（A）1 （B）2 （C）3 （D）4",C
choice,172,"下列焊接操作中，正确的做法是（）。
（A）电烙铁没有脱离电源时用手试烙铁头温度
（B）往身后甩掉烙铁头上多余的锡
（C）拆焊有弹性元件时，为了看清将眼睛凑近焊点
（D）酒精、汽油远离插上电的烙铁头",D
choice,173,"铁路数据网按骨干层、汇聚层和（）组网。
（A）接入层 （B）传输层 （C）网络层 （D）共享层",A
choice,174,"地铁沿线车站站厅层主要采用（）对运营无线通信系统进行场强覆盖。
（A）吸顶天线 （B）板状天线
（C）漏泄同轴电缆 （D）八木天线",A
choice,175,"光缆单盘测试时，对光缆长度应该()。
（A）不抽样 （B）50%抽样 （C）75%抽样 （D）100%抽样",D
choice,176,"保护管敷设时应穿入（）用于穿放电缆，两端应作固定。
（A）钢丝 （B）蜡线 （C）电线 （D）铁线",A
choice,177,"SDH网管应能进行性能数据的收集和监视，至少包含G.826/G.828参数及（）。
（A）光源、光功率 （B）光发射功率、光接收灵敏度
（C）光接收功率、光发送功率 （D）光接收时延、光发送时延",C
choice,178,"配线终接上端子时，应采用（）开剥缆线端头。
（A）专用的剥线工具 （B）美工刀 （C）单面刀片 （D）电工刀",A
choice,179,"路由器工作在OSI那一层（）。
（A）数据链路层 （B）网络层 （C）传输层 （D）物理层",B
choice,180,"架空光、电缆线路与公路最小垂直净距交越时≥()米。（最低缆线距地面）
（A）4.0 （B）4.5 （C）5.0 （D）5.5",D
choice,181,"当电池放电后需要再充电或电池组容量不足时，需要对电池组进行（）。
（A）限流限压充电 （B）恒压限流充电
（C）均衡充电 （D）浮充",C
choice,182,"在设计或设置传输网时钟时，必须要避免出现（）现象。
（A）时钟同源 （B）时钟互扰
（C）时钟环路 （D）时钟异源",C
choice,183,"地铁通信机房UPS故障时，市电电源还可通过（）向负载供电。
（A）工作主路 （B）维修旁路
（C）双切箱 （D）蓄电池",B
choice,184,"SDH保护型自愈的网络在节点之间预先建立（）。
（A）备用电路 （B）空闲信道
（C）备用网络 （D）备用路由",D
choice,185,"综合布线系统2芯或4芯水平光缆的弯曲半径应大于（）。
（A）25mm （B）30mm （C）40mm （D）50mm",A
choice,186,"电视监控系统的质量主观评价中，五级损伤制评分分级描述“图象上有明显的损伤或干扰，令人感到讨厌”为（）级。
（A）5 （B）4 （C）3 （D）2",C
choice,187,"通信网按服务对象分有（）。
（A）公用通信网和专用通信网 （B）有线网和无线网 
（C）国际通信网和本地通信网 （D）农村通信网和城镇通信网",A
choice,188,"在无线电通信中RFI 通常指的是（）。
无线电发射 (B)射频干扰 (C)杂散发射 (D)互调干扰",B
choice,189,"担当把计算机输出的信号转换成普通双绞线线路上能传输的信号的设备是哪种()。
SDH传输设备  (B)调制解调器   (C)交换机  (D)交接箱",B
choice,190,"各种通信设备应采用()空气开关或直流熔断器供电，禁止多台设备共用一支分路开关或熔断器。
(A)可靠的 (B)独立的 (C)安全的 (D)公用的",B
choice,191,"MSTP网管应具备以下通用功能：系统接入方式、安全可靠性、（）、软件技术、用户界面、系统性能、北向接口。
 (A)硬件管理、数据管理 (B)软件管理、数据管理 
 (C)硬件管理、软件管理 (D)系统管理、数据管理",B
choice,192,"接入网系统网管安全管理功能应能进行（）、访问控制、具有安全日志。
用户监视 (B)用户控制 (C)用户管理 (D)用户屏蔽",C
choice,193,"通信铁塔塔靴与基础面应紧密贴合，水平误差不大于()mm。
(A)2 (B)3 (C)4 (D)5",B
choice,194,"在建设工程安全生产管理基本制度中，（）是上级管理部门或企业自身对安全生产状况进行定期或不定期检查的制度。
（A）安全生产责任制度 （B）安全生产检查制度
（C）安全生产教育培训制度 （D）安全责任追究制度",B
choice,195,"下列哪个不是事故处理的原则（）。
（A） 安全第一、预防为主的原则 （B） “四不放过”的原则 
（C） 公正、公开的原则 （D） 实事求是、尊重科学的原则",A
choice,196,"施工企业应对质量管理体系实施年度（）和评价。
（A）定期检查 （B）考核 （C）审核 （D）分析",A
choice,197,"钻孔时如碰到钢筋，应停止钻孔（此孔成为废孔），在支架、吊架位置公差范围内选择一个新的位置重新钻孔，新孔孔壁与废孔孔壁的距离应大于（）。
 (A)15mm (B)20mm (C)25mm (D)30mm",C
choice,198,"卫星通信系统包括通信转发器和（）。
(A)收信机 (B)发信机 (C)通信天线 (D)基站",C
choice,199,"已批准的施工计划（维修天窗除外），施工单位因自身原因不能施工时，由施工单位提前 天以书面形式通知相关单位，报业务处与调度所。（）
A．1 B．2 C．3 D．5",C
choice,200,"营业线施工， 单位对既有设施有可靠的防护措施，防止施工中造成损坏。 （）
A.设计 B.施工 C.设计和施工 D.设计、施工和监理",C
choice,201,"施工单位至少在正式施工 小时前向设备管理单位提出施工计划、施工地点及影响范围。 （）
A.24小时 B.12小时 C.72小时 D.36小时",C
choice,202,"施工机具和材料侵入铁路限界被列车碰撞，按照《铁路交通事故调查处理规则》规定，构成 。 （）
铁路交通一般A类事故 B. 铁路交通一般B类事故
C.铁路交通一般C类事故 D. 铁路交通一般D类事故",C
choice,203,"在接触网下作业时，从业人员必须与其保持 的安全距离。 （）
A．1m B．2m C．3m D.5m",B
choice,204,"TCP/IP体系结构中的TCP和IP所提供的服务分别为() 
（A）链路层服务和网络层服务 （B）网络层服务和运输层服务
（C）运输层服务和应用层服务 （D）运输层服务和网络层服务",D
choice,205,"通信备用电源（电池）在下列（）的情况下必须进行均衡充电。	
(A)放电容量达到或超过额定容量20％及以上； (B)蓄电池停止使用二个月及以上； 
(C)小电流深放电超过12小时及以上； (D)备用电池",A
choice,206,"无线列调区间设备故障影响使用达（）小时，属通信一类故障。
(A)2 (B)4 (C)6 (D)8",D
choice,207,"铁路建设项目施工技术交底要细致全面，讲求实效，不能流于形式，要交到（）。
 (A)施工单位 (B)项目经理部 (C)基层作业队 (D)基层施工班组",D
choice,208,"确定关键、特殊过程时，需要精通（），并具有丰富的实践经验。
（A）施工的专业知识
（B）工程的整个工艺过程
（C）所有工程的工艺过程和专业知识
（D）工程的整个工艺过程和施工的专业知识",D
judge,1,从硬件构成来看，通信网的构成要素包括：终端节点、交换节点、业务节点、传输系统。,√
judge,2,网间互联双方必须在协议约定或者决定规定的时限内实现互联互通。,√
judge,3,SDH系统中的基本传输速率是2Mbit/s。,×
judge,4,铁路运输通信工程质量的检验和评定应按分项、分部、单位工程来划。,√
judge,5,SDH传送网是一种以时分复用（TDM）和光纤技术为核心的传送网结构。,√
judge,6,计算机互联网是业务量发展最快的数据通信网络，所提供的各类应用，如视频点播、远程教育、网上购物等，给我们的生活带来很多新的变化。,√
judge,7,语音传输质量主观评价是指用户接收到的话音信号的清楚逼真程度，可以用响度、清晰度和逼真度来衡量。,√
judge,8,环形网是本地网结构中最简单的一种，网中所有端局个个相连，端局之间设立直达电路。,×
judge,9,下一代网络将是以软交换技术为核心，以光联网为基础，是一个可以提供语音、数据和图像等多媒体业务的开放的网络构架。,√
judge,10,光纤的纤芯和包层由两种光学性能不同的介质构成，纤芯对光的折射率比包层的折射率低。,×
judge,11,光纤接入网是指在接入网中用光纤作为主要传输媒介来实现信息传送的网络形式。,√
judge,12,在SDH网中，跨越两个以上的ADM间或ADM与TM之间段落属于复用段。,×
judge,13,移动通信系统中一个基站控制器（BSC）控制一个基站收发信台（BTS）。,
judge,14,多媒体通信的网络服务平台，该层主要提供其通信支援，并支持各类多媒体应用。,×
judge,15,接入网系统的呼叫接通率测试应在总配线架（MDF）上接不少于32对用户至模拟呼叫器，平均每小时每对用户产生不少于200次呼叫，测试呼叫次数不小于40000次。,√
judge,16,采用卡接方式的卡线钳应垂直接线端子，压下时发出回弹响声说明卡接完成，多余线头应自动剪断。,√
judge,17,管道光缆敷设时，光缆在人孔内应居中间布放通过。,×
judge,18,施工单位应逐级组织管理层、技术层、作业层进行施工技术交底。,√
judge,19,2B＋D是ISDN最常用和最基本的用户网络接口，所以用户可以用的最高信息传递速率是64kb/s。,×
judge,20,同步数字体系（SDH）系列信号的最基本模块信号是STM－1，其速率为2．048Mb/s。,×
judge,21,误码率是测量时间内发送误码个数与发送的总码数之比。,√
judge,22,数字通信系统中“波特率”与“比特率”的含义是相同的。,×
judge,23,光缆配盘宜按出厂盘号顺序排列。非出厂盘号顺序排列时，相邻两盘光缆的光纤模场直径之差应小于1μm。,√
judge,24,TCP是面向连接传输协议，提供IP环境下的数据可靠传输。,√
judge,25,管道人井内接续光电缆时，在接头盒的两侧作直径大于50cm的圈形余留，并固定于人井壁。,√
judge,26,光纤通信选用光波的波长λ等于1．55μm时，传输衰减最小。,√
judge,27,产生光纤接头损耗的光纤本征因素有：两光纤芯径失配，同心度不良，数值孔径失配等，造成漏光。,√
judge,28,光缆接续的质量受空气湿度影响，但与环境温度高低无关，零度以下只要没有雨、雾照样可以进行光缆接续。,×
judge,29,光信号在光纤中传输时，色散导致信号能量降低。,×
judge,30,流量控制的目的是为了保证网络内的数据流量的平滑均匀，提高网络的吞吐能力和可靠性，防止阻塞和死锁现象的发生。,√
judge,31,同步复接时各分路数字信号设备与复接设备用同一时钟信号源，两者的定时保持同步关系，不需码速调整，只需相位调整即可实现。,√
judge,32,光缆接续质量测试，宜采用“终端光纤环接，测试点随接续点移动的双向监测法”，用光时域反射仪（OTDR）实时监视接续点损耗。,√
judge,33,由于ADM具有灵活的插入/分出电路的功能，当它用于两终端之间的一个中继点上时，可作为提取和插入准同步信号或同步信号的复用设备，因此常用于线形网和环形网。,√
judge,34,数字调度系统与GSM-R系统间的互联互通试验应进行数字调度系统调度台、值班台等终端设备与GSM-R系统终端之间呼叫业务，包括个呼、组呼、广播呼叫、功能号呼叫、呼叫优先级、呼叫限制、呼叫显示等。,√
judge,35,机房设备线缆布放时，通信电缆与电源线的平行距离应不小于30mm。,×
judge,36,SDH自愈保护中双向环工作于复用段倒换方式，单向环工作于通道倒换方式或复用段倒换方式。,√
judge,37,漏泄电缆分布系统最适合用于长距离信号传输 。,×
judge,38,GSM-R系统场强覆盖和网内干扰检测前应首先对外部电磁环境进行检测，确保不存在外界电磁干扰。,√
judge,39,铁塔基础基坑开挖到设计深度后，如已露出硬土层可进入下道工序。,×
judge,40,高空作业人员，必须经过上岗培训，并定期进行体格检查。,×
judge,41,GSM-R铁塔天线按设计俯仰角用角度仪预调整天线，误差不宜大于5°。,×
judge,42,综合业务数字网（ISDN）是指在一对传统的电话线上能够同时进行话音、数据和图像等各种通信业务的网络。,√
judge,43,光时域反射计（即OTDR）是通过被测光纤中产生背向瑞利散射来工作的，所以又叫背向散射仪。,√
judge,44,敷设馈线过程中，同一段馈线长度距离不够时，可进行中间接头，并做好防水处理。,×
judge,45,通信对称电缆每一四线组中的线对按对角线组成。即红白线为一对，蓝绿线为一对。,√
judge,46,数字调度系统中继侧接口为ISDN基本速率接口（2B+D）。,×
judge,47,综合布线直线布管每30m处应设置过线盒；有转弯的管段长度超过20m时应设置管线过线盒装置；有2个弯时，不宜超过15m应设置过线盒。,√
judge,48,基站收发信台(BTS)是无线接口设备，它受由BSC控制，主要负责无线接续，完成无线与有线信号的转换、无线分集、无线信道加密、跳频等功能。,√
judge,49,对绞线在与8位模块式通用插座相连时，有A、B两类连接方式，同一工程中可以混合使用。,×
judge,50,对绞线在与8位模块式通用插座相连时，T568B的线序是：白/橙、橙、白/绿、绿、白/蓝、蓝、白/棕、棕。,×
judge,51,会议电视系统会议室的话筒和扬声器的布置应尽量使话筒置于各扬声器的辐射角之内。,×
judge,52,一般来说，直放站系统可覆盖的面积的大小，与系统的增益有直接的关系；系统增益越大，可覆盖的面积就越大，但系统输出功率的大小，不会影响覆盖面积。,×
judge,53,若直放站的上行噪声不好，将会对信源基站造成影响，最直接的表现是降低基站的接收灵敏度。,√
judge,54,波分复用器的作用是将两路相同的光信号合为一路进行传输，或将光信号分为两路进行传输。,×
judge,55,室内全塑电缆主要用于局内、室内、楼内配线和成端，又称局内配线电缆；由于防火的需要，其绝缘和护套都是聚乙烯。,×
judge,56,安装蓄电池所用的工具应注意绝缘，防止短路，注意正负极标志，连接电缆应尽可能短。,√
judge,57,铁塔地网与机房地网边缘距离在15m以内时，应采用不少于2根40mm×4mm的热镀锌扁钢，在地下将铁塔地网与机房外环形接地体焊接连通。热镀锌扁钢上应均匀设置垂直接地体，间距宜为垂直接地体长度的2倍，以利于雷电流的充分泄放。,√
judge,58,铁路通信机房内部接地汇集线宜采用截面积不小于30mm×3mm的铜排，并用截面积不小于50mm2（或2×25 mm2单点冗余连接）的有绝缘护套多股铜缆就近与通信机房地网作可靠连接。,√
judge,59,电源线路的浪涌保护器应安装在被保护设备电源线路的前端；天馈线路浪涌保护器应串接于天馈线与被保护设置之间；信号线路浪涌保护器应连接在被保护设备的信号端口上。,√
judge,60,电气化区段光缆引入室内时，应在引入井做绝缘节并使用截面积不小于16mm2的多股铜线与室外地排相连接；室内、室外金属护层及金属加强芯应断开，并彼此绝缘。,√
