type,number,question,answer
choice,23,"空心线圈对50Hz的牵引电流呈现很小的（）,即可起到平衡牵引电流的作用。
(A)感性 (B)容性 (C)谐振 (D)阻性",D
choice,24,"调谐单元有两种工作状态，当处于“零阻抗”时，其作用为（）。
(A)平衡两钢轨的牵引电流 
(B)匹配连接数字信号电缆 
(C)阻止相邻区段信号进入本区段
(D)减少对本区段信号的衰耗",C
choice,25,"在站内相邻两到发线（只有一条线路通过超限货车）的线间，设置高柱信号机时，两线间距离不得少于（）。
（A）5000mm (B) 5300mm (C) 5500mm (D) 5530mm",B
choice,26,"在站内相邻两到发线（均通过超限货车）的线间，设置高柱信号机时，两线间距离不得少于（）。
(A) 5000mm (B) 5300mm (C) 5500mm (D) 5530mm",D
choice,27,"下列说法正确的是()。
(A)线圈通过直流电时没有感应电压，所以没有贮存能量
(B)线圈只有通过交流电时才存贮磁能
(C)线圈只有通过交流电时才与外界产生能量交换
(D)以上都不对",A
choice,28,"转辙装置中，各种连接杆调整丝扣的余量不得小于()mm。
(A)5 (B)8 (C)10 (D)7",C
choice,29,"CTCS-2级列控系统在进站口附近，放置（）有源应答器和1个或多个无源应答器，组成应答器组。
（A）1个 （B）2个 (C)3个 (D)4个",A
choice,30,"ZPW-2000A型无绝缘轨道电路，室内电线、电缆布线禁止出现（）。
(A)一字状(B)环状 (C)十字状 （D）交叉状",B
choice,31,"ZDJ9型电动转辙机转换时间不大于（）。
（A）3.8S（B）5.5S（C）8S（D）9S",C
choice,32,"内屏蔽数字电缆弯曲半径不得小于电缆外径的（）倍。
(A)10 (B)15 (C)20 (D)25",C
choice,33,"ZPW-2000A型无绝缘轨道电路在收到11.4Hz低频信息后，控制信号机点()灯。
(A)L (B)U (C)HU (D)H",A
choice,34,"ZPW-2000A型无绝缘轨道电路中，18种低频信息中（）代表“转频码”。
(A)16.9HZ (B) 29HZ (C) 27.9HZ (D) 25.7HZ",D
choice,35,"数字电缆型号“SPTYWLT23”中“YW”代表()意思。
(A)钢带铠装聚乙烯外护套
(B)数字信号电缆
(C)物理发泡聚乙烯绝缘
(D)铝护套",C
choice,36,"DS6-K5B型计算机联锁，当系统运行正常，面板指示灯D6灯灭表示()。
(A)APL开始执行
(B)APL停止执行
(C)数据连接成功
(D)数据连接失败",D
choice,37,"用于牵引点处密贴检查时，第一牵引点处尖轨与基本轨、心轨与翼轨密贴有（）mm及以上间隙时，密贴检查装置不应接通密贴表示接点。
(A)4 (B)5.5 (C)8 (D)6.5",A
choice,38,"ZPW－2000A无绝缘轨道电路机柜门与机柜之间用（）mm2线进行接地连接。
（A）10 （B）6 （C）4 （D）35",B
choice,39,"办理进路时，当道岔因故不能转换到底而摩擦转动时，电流表的指针所指示的电流值（）。
（A）幅度有所上升，并停留在该幅度的位置上
(B)幅度不变 
(C)幅度下降，但不到零 
(D)幅度下降，直到零",A
choice,40,"建立进路时，某道岔在转换途中，轨道供电突然停电使GDJ↓，则该道岔（）。
(A)继续转换到底
(B)停止转换
(C)自动转回原来位置 
（D)以上都不对",A
choice,41,"S700K型交流电动转辙机的道岔机械锁闭采用（）。 
(A)外锁闭装置
(B)内锁闭装置
(C)内、外锁闭两种装置 
(D)无锁闭装置",A
choice,42,"站内相邻两个区段同时出现红光带的原因是()。
(A)设备引接线断线 (B)绝缘节破损 (C)受端电压低 (D) 送端电压低",B
choice,43,"LEU是（）的简称。
（A）无源应答器
（B）有源应答器
（C）地面电子单元
（D）发光二极管",C
choice,44,"六线制道岔中，两台转辙机（ZD6-E，ZD6-J）对应的启动电路和表示电路分别按（）关系工作。
(A)并联和并联 (B) 并联和串联 (C) 串联和串联 (D) 串联和并联",B
choice,45,"在道岔启动电路已经动作后，如果车随后驶入道岔区段，这时应保证（）。
(A)道岔启动电路自动断开
(B)电动转辙机继续转换到底
(C)电动转辙机自动转回原位
(D) 电动转辙机停止转动",B
choice,46,"ZYJ7分动外锁闭道岔表示电路定位表示和反位表示电路分别用三条线来控制，定位表示用（）三线控制。
(A) X1、X2、X4 (B) X1、X3、X5 (C) X1、X2、X5 	(D) X1、X3、X4",A
choice,47,"转辙装置中，各种连接杆调整丝扣的余量不得小于()mm。
(A)5 (B)8 (C)10 (D)7",C
choice,48,"ZPW-2000A型无绝缘轨道电路分路状态在最不利条件下，在1700 Hz轨道电路任一处轨面用0.15 Ω 标准分路线分路，短路电流不小于（)的规定值。
(A) 400 mA (B) 500 mA (C) 550 mA (D) 600 mA",B
choice,49,"ZPW-2000A型无绝缘轨道电路分路状态在最不利条件下，在2600 Hz轨道电路任一处轨面用0.15 Ω 标准分路线分路，短路电流不小于()的规定值。
(A) 350 mA (B) 450 mA (C) 550 mA (D 650 mA",B
choice,50,"ZD6型电动转辙机自动开闭器动接点在静接点片内的接触深度，在接触状态时不得小于()mm。
(A)3 (B)4 (C)3.5 (D)4.5",B
choice,51,"ZPW-2000A自动闭塞的移频信息的测试一般在()上进行。
(A)发送器 (B)接收器 (C)分线柜 (D)衰耗盘",D
choice,52,"在高速铁路车站（渡线除外），当轨道绝缘与警冲标的距离小于（）m时为侵限绝缘。
(A)3.5 (B)5 (C)4 (D)4.5",B
choice,53,"电力牵引区段的信号电缆单端接地每段长度不宜超过（）m。
(A)1000 (B)2000 (C)2500 (D)3500",A
choice,54,"在进行钢轨打孔作业时，孔中心与钢轨焊缝的距离不小于（）mm。
(A)400 (B)350 (C)450 (D)500",A
choice,55,"ZPW-2000型无绝缘轨道电路分路状态在最不利条件下，在2000Hz轨道电路任一处轨面用标准分路线分路，短路电流不小于()的规定值。
(A)400mA (B)500mA (C)550mA (D)600mA。",B
choice,56,"ZPW-2000A型无绝缘轨道电路系统调谐区阻抗频率允许偏差()。
(A)±10Hz (B)±10.5Hz (C)±11Hz (D)±13Hz",C
choice,58,"下列关于空芯线圈说法不对的是()。
(A)平衡钢轨中的牵引电流。
(B)平衡两线路间的牵引电流。
(C)改善电气绝缘节Q值，保证工作稳定性。
(D)检查轨道电路的占用情况",D
choice,59,"直向通过速度大于160km/h的道岔转换设备，尖轨密贴段，有()mm及以上水平间隙时不得接通道岔表示。
(A)5 (B)6 (C)4 (D)2",A
choice,60,"道岔第一连接杆处，尖轨与基本轨间有()mm及以上间隙时，道岔不得锁闭。
(A)5 (B)4 (C)4.5 (D)8",B
choice,61,"四线制道岔(三相交流除外)表示电路中二极管的技术指标是()。
(A)反向电压不小于500V，正向电流不小于300mA
(B)反向电压不大于500V，正向电流不大于300mA 
(C)反向电压不小于1000V，正向电流不小于300mA
(D)反向电压不大于1000V，正向电流不大于300mA",A
choice,62,"在分线盘/柜上，测量X线(或X线)与X线端子的电压来判断道岔表示电路故障，当测得交流电压为105V,直流电压为0V,可判断为 ()。
(A)室外二极管击穿造成短路
(B)室外断线
(C)室内断线
(D)电容短路",B
choice,63,"四线制道岔控制电路中ZD6型电动转辙机电机1、2线接反时，道岔()。
(A)能转向定位
(B)能转向反位
(C)能转向与操纵意图相反的方向 
(D)不能转向",C
choice,64,"()时，进路上轨道区段的解锁顺序是从始端至终端方向逐段解锁。
(A)取消进路 (B)人工解锁 (C)正常解锁 (D)故障解锁",A
choice,65,"四线制道岔表示电路在正常工作情况下，分线盘处测得的交流电压和直流电压分别为（）伏左右。
(A) 110V和60V (B) 110V和70V (C) 70V和60V (D) 70V和50V",C
choice,66,"6502电气集中排一条发车进路需按压()个按钮。
(A)1 (B)2 (C)2～3 (D)4",C
choice,67,"四线制道岔表示电路电源来自于（）变压器。
(A) BXG-35 (B) BD1-7（2:1变比） (C) BD1-7（1:1变比） (D) ZG42/0.5",B
choice,68,"ZD6－A 转辙机在转换过程中自动开闭器接点通断正确的是（）。
(A)第1、4 排接点闭合。
(B)第1、3 排接点闭合。
(C)第1、2 排接点闭合。
(D)第2、4 排接点闭合。",A
choice,69,"正线出站信号机未开放时，（）不能开放。
(A)进站信号机的通过信号。
(B)进站信号机开放引导信号。
(C)进站信号机的接车信号。
(D)调车信号机的调车信号",A
choice,70,"6502电气集中轨道停电故障后又恢复时，防止错误解锁的保护措施有()种。
(A)1 (B)2 (C)3 (D)4",B
choice,71,"进站信号机为双黄显示时，下列关于各控制继电器的状态描叙不正确的是（）。
(A)ZXJ↑ (B)LXJ↑ (C)TXJ↓ (D)DJ↑
(D)KJ电路，由7线检查",A
choice,72,"四显示闭塞区段，高柱四显（带发车表示器）出站信号机为绿黄显示时，下列关于各控制继电器的状态描叙不正确的是（）。
(A)LXJ↑ (B)LUXJ↑ (C)DJ↑ (D)2DJ↓",D
choice,73,"在编制电气集中联锁表时，对于防护道岔的填写应在道岔号码外加()符号。
(A)| | (B)[ ] (C)( ) (D)<>",B
choice,74,"当道岔在转换或发生挤岔故障，停电或断线等故障时，必须保证DBJ和FBJ落下，因此必须使用（）。
（A）偏极继电器（B）有极型继电器（C）电码型继电器（D）非安全型继电器",A
choice,75,"下列关于信号显示关系描述不正确的是（）。
(A)四显示自动闭塞区段，出发信号机一个绿色灯光——准许列车由车站出发，表示运行前方至少有3个闭塞分区空闲。
(B)四显示自动闭塞区段，进站信号机一个绿色灯光和一个黄色灯光——准许列车按规定速度经道岔直向位置进入站内，表示次一架信号机经道岔直向位置开放一个黄灯。
(C)四显示自动闭塞区段，区间信号机一个绿色灯光——准许列车按规定速度运行，表示运行前方至少有3个闭塞分区空闲。
(D)四显示自动闭塞区段，区间信号机一个黄色灯光──要求列车注意运行，按规定限速要求越过该信号机，表示列车运行前方有两个闭塞分区空闲。",D
choice,76,"与铁路线路平行埋设的电缆，与最近钢轨轨底边缘的距离在线路外侧不少于()m。
(A)1.5 (B)2 (C)2.2 (D)2.5",B
choice,77,"ZPW-2000轨道电路中空扼流变压器在规定范围内的不平衡电流条件下其阻抗大于或等于（）Ω。
（A）10（B）12（C）15（D）17",D
choice,78,"出站(包括出站兼调车)和自动闭塞区间的单置通过色灯信号机的钢轨绝缘，可安装在信号机前方1m至后方()m的范围内。
(A)5 (B)5.5 (C)6 (D)6.5",D
choice,79,"信号电源屏当温度为10～35℃，相对湿度为5%～80%的环境中，所测得的各绝缘电阻不低于()MΩ。
(A)0.5 (B)20 (C)50 (D)10",B
choice,80,"轨道电路的两钢轨绝缘应设在同一坐标处，当不能设在同一坐标时，其错开的距离（死区段）应不大于()m。
（A）2 （B）2.5 （C）3 (D)3.5",B
choice,81,"分路状态下JWXC-2.3型轨道继电器线圈并联时，残流值应不大于() 。
(A)110mA (B)188mA (C)56mA (D)85mA",A
choice,82,"在ZPW-2000A的自动闭塞区段，当进站信号机显示绿黄灯时，进站外方第一接近轨道区段低频编码是（）Hz。
(A) 11.4 (B) 13.6 (C) 16.9 (D) 29",B
choice,83,"下列关于三相交流电动转辙机动作电路故障说明判断不正确的描述是（）。
(A)扳动道岔时，道岔表示灯照常点亮，不灭灯，则1DQJ不能正常励磁。
(B)人工操纵道岔时，控制台的道岔表示灯灭灯，待停止操纵，该表示灯又点亮,则1DQJ不能正常励磁转极。
(C)人工操纵道岔时，控制台的道岔表示灯灭灯，待停止操纵，该表示灯又点亮,则2DQJ不能正常励磁转极。
(D)扳动道岔时，表示灯灭，道岔仍不能启动,则BHJ可能未吸起或1DQJ不能自闭。",B
choice,84,"电加热元件直把手过渡段用专用卡具固定在轨腰上，距尖轨尖端距离不小于（）mm。
（A）100 （B）150 （C）200 （D）250",A
choice,85,"高速铁路进站信号机显示一个黄色闪光和一个黄色灯光表示准许列车按限速要求越过该信号机，经（）位置进入站内准备停车。
（A）道岔侧向 
（B）道岔直向 
（C）道岔直向后侧向 
（D）道岔侧向后直向",A
choice,86,"调整分动外锁闭提速道岔的密贴影响（）。
(A)锁闭量 (B)开程 (C)表示杆缺口 (D)限位块间隙",C
choice,87,"信号机械室内地线网不包括（）。
(A)网格地线 (B)环形地网 (C)10mm2扁平铜网编织线 (D)贯通地线",D
choice,88,"半自动闭塞线路电源电压应使对方站的线路继电器得到电压不少于其工作值的()。
(A)110% (B)115% (C)120% (D)130%",C
choice,89,"64D型继电半自动闭塞当甲站请求发车，乙站同意接车后，乙站有()继电器吸起。
(A)1个 (B)3个 (C)4个 (D)5个",A
choice,90,"道岔融雪装置不包括（）。
（A）电气控制柜
（B）变电站
（C）隔离变压器
（D）气象站",B
choice,91,"调整分动外锁闭提速道岔的锁闭量影响（）。
(A)开程 (B)密贴 (C)表示杆缺口 (D)动作杆",A
choice,92,"应答器固定螺栓的钻孔深度为（）mm。
（A）60 （B）70 （C）80 （D）90",D
choice,93,"ZPW-2000A无绝缘轨道电路匹配变压器的变比为（）。
(A)1：1 (B)1：7 (C)1：9 (D)6：1。",C
choice,94,"CTC分散自律调度集中采集机工作指示灯秒闪，表示()。
(A)死机(B)正在测试(C)故障报警(D)工作正常",D
choice,95,"在试验调车信号机时，发现应该点亮A灯时，发现
B、A灯都点亮，并且比正常点亮时明显暗了，这说明是（C）。
(A)B、A线混在一起了
(B)BAH、A线颠到了 
(C) BAH、B线颠到了
(D) B、A线颠到了",D
choice,96,"ZPW-2000A钢轨引接线采用截面积为（）mm2钢包铜线。
（A）70 （B）35 （C）95 （D）50",C
choice,97,"TDCS信息采集板A机和B机工作电源(＋5V，＋12V)由()提供。
(A)通信计算机 (B)UPS (C)SMP板(D)电源屏。",A
choice,98,"计算机联锁系统为调度监督、TDCS系统、信号集中监测等提供接口的是()。
(A)上位机(B)下位机(C)采集机(D)电务维修机",D
choice,99,"CTCS-2列控调车模式是动车组进行调车作业的固定模式，牵引运行时限速值为()。
(A)30km/h (B)40km/h (C)45km/h (D)50km/h",B
choice,100,"TDCS电缆传输通道引入线采用()。
(A)双绞线(B)电话线(C)屏蔽线(D)网线。",C
choice,101,"补偿电容设置在主轨道范围内，N个电容等间距布置：电容间距（步长）为△，第一个和最后一个电容距调谐单元()。
(A)△/1.2 (B)△/1.5 (C)△/2 (D)△/3",C
choice,102,"ZPW—2000A自动闭塞的移频信息的测试一般在（）上进行。
（A）发送器 (B)接收器(C)分线柜(D) 衰耗盘",D
choice,103,"匹配变压器的作用是（）
（A）变压 
(B)实现钢轨与电缆匹配链接
(C)实现钢轨与电缆匹配连接且变压
(D) 防雷",C
choice,104,"安全带的寿命一般为五年，使用（）年后，按批量抽检。
(A)1年 (B)2年 (C)3年 (D)4年",B
choice,105,"人身和携带物件，必须与接触网设备的带电部分保持()以上的距离。
(A)0.5m (B)1m (C)2m (D)3m",C
choice,106,"CTCS-3级列控系统目前满足的最高运营速度为（）km/h。
（A）120 （B）160 （C）250 （D）350",D
choice,107,"基于轨道电路和点式应答器传输信息的中国列车运行控制系统是（）。
（A）CTCS－0 （B）CTCS－2 （C）CTCS－3 （D）CTCS—4",B
choice,108,"由主体机车信号与安全型运行监控记录装置组成，点式信息作为连续信息的补充，可实现点连式超速防护功能的中国列车运行控制系统系统是（）。
（A）CTCS－1	（B）CTCS－2（C）CTCS－3 （D）CTCS—4",A
choice,109,"完全基于无线传输信息的中国列车运行控制系统系统是（）。
（A）CTCS－1 （B）CTCS－2 （C）CTCS－3 （D）CTCS—4",D
choice,110,"25Hz相敏轨道电路在调整状态下，轨道继电器轨道线圈上的有效电压不小于()V。
(A)18 (B)19 (C)20 (D)21",A
choice,111,"防止物体打击伤害不包括（）
A、进入作业区，必须按规定使用好安全帽等劳动保护用品；
B、高处和双层作业时，不得向下抛掷料具；
C、列车通过时，可以背对列车避车，防止落物击伤；
D、搬运重、大、长物时，必须有专人指挥，动作协调。",C
choice,112,"ZPW-2000A型无绝缘移频自动闭塞系统（）是用于实现主轨道电路，小轨道电路的调整。
(A)电缆模拟网络盘 (B)衰耗盘 (C)接收器 (D)发送器",B
choice,113,"下列关于空芯线圈说法不对的是()。
(A)平衡钢轨中的牵引电流
(B)平衡两线路间的牵引电流
(C)改善电气绝缘节电气特性,保证工作稳定性
(D)检查轨道电路的占用情况",D
choice,114,"道岔控制电路中，转辙机内的二极管的作用是（）。
(A)整流　　　　　(B)降压　　　　　(C)限流 (D)升压",A
choice,116,"对引入电源屏内的两路交流电源的要求不正确的是（）。
(A)具备手动转换功能。
(B)具备自动切换功能。
(C)转换断电时间应不大于0.5s。
(D)两路电源同时向电源屏供电；当其中一路电源断电时，另一路自动承担全部负荷供电。",C
choice,117,"6502电气集中电路中，出站兼调车信号机红灯断丝，其复示器（）。
(A)灭灯 (B) 闪白灯 (C) 闪红灯 (D)亮红灯",B
choice,118,"6502电气集中电路中，进站信号机红灯断丝，其复示器（）。
(A)灭灯 (B) 闪白灯 (C) 闪红灯 (D)亮红灯",C
choice,119,"6502电气集中电路中，调车信号机蓝灯断丝，其复示器（）。
(A)灭灯 (B) 闪白灯 (C) 闪红灯 (D)亮红灯",B
choice,120,"ZPW-2000A型无绝缘移频自动闭塞低频及含义不正确的是（）。
(A)F17（11．4Hz）L码 (B)F15（13．6Hz）LU码
(C)F5（24．6Hz）HU码 (D)F1（29Hz）H码",C
choice,121,"6502电气集中办理列车进路时，中间信号点的调车按钮表示灯应（）
(A)由闪光变为稳定白灯 
(B)不闪光 
(C)由闪光变为灭灯
(D)以上都不对",C
choice,122,"客货共线铁路中，关于ZPW-2000A轨道发送器正常工作条件说法不正确的是（）。
(A)有24V工作电源，但极性无要求。
(B)有且只有一路低频编码条件。
(C)有且只有一路载频条件。
(D)功出负载不能短路。",A
choice,123,"既有铁路改造施工中，下列关于信号机设置不正确的说法是（）。
(A)进站信号机可设在绝缘节前方(信号机显示方向)1m或后方1m的范围内。
(B)进站信号机可设在绝缘节前方(信号机显示方向)1m或后方6.5m的范围内。
(C)调车信号机可设在绝缘节前方(信号机显示方向)1m或后方1m的范围内。
(D)出站信号机可设在钢轨绝缘前方(信号机显示方向)1m或后方6.5m的范围内。",B
choice,124,"距接触网带电部分（）米范围内室外信号设备，其金属外壳应就近与接地端子连接。
(A) 2 （B) 5 （C) 10 （D) 1",B
choice,125,"6502电气集中的选岔顺序是（）
(A)由站外向站内 
(B)由右到左 
(C)由左到右 
(D) 由站内向站外",C
choice,126,"轨旁铁路信号设备设施不应与强电设备设施（含接触网支柱、下锚拉线）、独立接闪装置、高大建筑物共用接地端子，在综合接地系统和贯通地线上的接地连接点间距不应小于（）米。
（A）5 （B）10 （C）15 （D）20",C
choice,127,"转辙机直流电机实现反转通常使用()。
(A)改变电枢电流方向
(B)换向磁极
(C)改变励磁电流方向
(D)增加换向器",A
choice,128,"ZPW-2000A系列无绝缘轨道电路接收器和发送器采用（）V直流稳压电源、不间断供电。
（A）12 （B）24（C）60 （D）127",B
choice,129,"6502电气集中在有两个发车口的车站,往主要发车口发车时,为防止信号机关闭改点红灯前有先闪一下两个绿灯现象,电路上采用的措施是()
(A)ZXJ先于LXJ释放  
(B)LXJ先于ZXJ释放  
(C)XFJ先于ZXJ释放  
(D)XFJ先于LXJ释放",B
choice,130,"6502电气集中四线制道岔定位无表示,定位表示继电器颤动,说明（）
(A)室外开路    
(B)室内表示电路电容开路   
(C)室内继电器开路   
(D)室外二极管开路",B
choice,131,"JZXC-480型轨道电路某区段红光带,在分线盘上该区段相应的2个端子测得电压为0V,拆下分线盘上该区段1根电缆后测量拆下的电缆和另一端子,如果电压高于平时值,则（）
(A)室内开路   
(B)室内短路  
(C)室外小短路
(D)室外开路",B
choice,132,"64D型半自动闭塞中,区间开通,出站信号机开放,则（）
(A)发车站的XZJ失磁落下   
(B)接车站的XZJ失磁落下  
(C)发车站的ZKJ失磁落下   
(D)发车站的XZJ不失磁落下",A
choice,133,"计算机联锁系统控制命令的输出一般采用（）驱动方式。
（A）动态（B）静态 （C）固定 （D）随机",A
choice,134,"人工立、撤机柱时，应设专人指挥，分工明确。按每人承担不超过（）Kg的重量配备作业人员。
（A ）50（B）80 （C）100 （D ）150",A
choice,135,"电力牵引电流回流自电力机车车轮传递至钢轨起即分成两部分回流,一部分由钢轨回流,另一部分经（）回归牵引变电所。
(A)地线    (B)专线    (C)大地    (D)电缆",B
choice,136,"三个预告标志牌分别安装在进站信号机外方（）处。
（A）800m、900m、1000m 
（B）900m、1000m、1100m 
（C）1000m、1100m、1200m 
（D）1100m、1200m、1300m",B
choice,137,"采用弹簧接线端子配线时，每个接线端子应一孔不超过（）根线。
（A）1（B）2 （C）3 （D）4",A
choice,138,"计算机联锁系统的功能的核心部分是（）
(A)人-机对话功能   
(B)系统维护功能   
(C)与其他系统交换信息的功能 
(D)联锁功能",D
choice,139,"区间通过信号机红灯灭灯时，前方一架信号机应显示（）。
（A）绿灯 （B）黄灯 （C）红灯 （D）灭灯",C
choice,140,"计算机联锁采用双套互为备用的系统时,备用系统有（）种工作状态。
(A)2     (B)3       (C)4       (D)5",B
choice,141,"四显示区段的进站前方第一通过信号机应涂（）黑斜线。
（A）一条 （B）二条 （C）三条 （D）四条",C
choice,142,"进路的预先锁闭和接近锁闭是在（） ，由接近区段是否有车来区分的。
（A）信号开放前 
（B）信号开放后 
（C）进路空闲 
（D）无岔区段空闲",B
choice,143,"信号综合扭绞电缆敷设时，弯曲半径不得小于电缆外径的()倍。
 (A)5 (B)10 (C)15 (D)20",C
choice,144,"矮型调车信号机灯位自上而下的顺序是()。
(A)蓝、白 (B)白、蓝 (C)红、白 (D)红、绿

 (A) (B) (C) (D)",B
choice,146,"调车信号机的显示距离不得小于()。
(A)400m (B)300m (C)200m (D)100m",C
choice,147,"铁路技术管理的基本法规是（）。
(A)《铁路技术管理规程》 
(B)《铁路信号工施工规范》
(C)《铁路信号工程质量检验评定标准》 
(D)《铁路工程施工技术手册》",A
choice,148,"ATC含义是()
(A) 列车运行自动控制
(B) 列车自动检测
(C) 列车识别
(D) 列车自动化",A
choice,149,"ATS功能是()
(A) 进行行车调度指挥和外部系统提供信息
(B) 实现列车运行控制
(C) 传输接受各种数椐
(D) 给信号系统和司机提供接口。",A
choice,150,"在联锁表道岔栏填写[(1/3)]表示()。
(A)1/3号道岔带动到反位 (B)1/3号道岔防护在反位
(C)1/3号道岔带动到定位 (D)1/3号道岔防护在定位",B
choice,151,"正线高柱信号机最突出边缘距线路中心最小不得小于（）mm。
（A）1875 （B）2150 （C）2440 （D）2630",C
choice,152,"地面应答器应安装在两轨之间，应答器基准点低于钢轨顶面（）mm。
（A）90～200 （B）符合产品技术条件 （C）95～200 （D）100～200",B
choice,153,"当设备高出轨面1250mm时，客运专线、客货共线铁路正线的基本建筑限界均不小于（）mm。
(A)2140 (B)2120 (C)2440 (D)2420",C
choice,154,"6502大站电气集中上下行咽喉同时各办理一条进路的人工解锁，()。 
(A)只有一条进路能解锁
(B)两条进路均能解锁
(C)两条进路均不能解锁
(D)两条进路都是列车进路时有一条不能解锁",B
choice,155,"()不属于敌对进路。
(A)同一到发线上对向的调车进路
(B)同一到发线上对向的列车进路
(C)同一到发线上对向的列车进路与调车进路
(D)同一咽喉区对向重迭的调车进路",A
choice,156,"ZPW-2000A型无绝缘轨道电路在收到26.8Hz电码后，防护本区段的通过信号机点()灯。
(A)L (B)U (C)LU (D)H",B
choice,157,"在高速铁路车站，当轨道绝缘与警冲标的距离小于（）m时为侵限绝缘。
(A)3.5 (B)5 (C)4 (D)4.5",B
choice,158,"上道作业时（包括故障应急处理），联络员与防护员应保持（）联络一次，确保联系畅通。
(A)3-5分钟 (B)10分钟 (C)4-6分钟 (D)根据需要",A
choice,159,"在接近馈电线处进行长、大金属物品的搬运和施工时，其金属物距最近馈电线条之间的距离不应小于（）m；当距离不足时应办理停电申请，在确认停电后方可作业。
（A）0.5 （B）1 （C）1.5 （D）2",D
choice,160,"列车自动防护系统英文缩写是（）。
（A）ATP （B）ATO （C）ATS （D）ATC",A
choice,161,"为防止轨道电路人工短路或绝缘破损引起的错误解锁采用了（）。
(A) FDGJ 
(B) 三点检查 
(C) 向12、13线供电 
(D) KZ—GDJ条件电源",B
choice,162,"计算机联锁双机均发生故障时，允许办理引导总锁闭，此时切断本咽喉的（）。
(A)道岔启动电路的电源 
(B)道岔表示电路的电源
(C)信号机点灯电源 
(D)控制台表示",A
choice,163,"ZC-8型接地电阻测量仪在使用时，两接地棒，即电位探针P和电流探针C沿直线相距（）m。
（A）15（B）20（C）25（D）30",B
choice,164,"人工解锁进路从（）开始计算延时时间 。
（A）信号开放后 
（B）列车或车列进入进路
（C）信号关闭后 
（D）列车或车列进入接近区段",C
choice,165,"改变运行方向电路，当区间空闲时，监督区间表示灯JQD()。
(A)亮红灯 (B)亮绿灯 (C)亮黄灯 (D)灭灯",D
choice,166,"在信号集中监测系统中，列车信号主灯丝断丝属于()级报警。
(A)不报警 (B)一 (C)二(D)三",C
choice,167,"高速铁路常态灭灯的进站信号机转为点亮状态时，显示一个黄色闪光和一个黄色灯光：表示准许列车经过18号及以上位置进入站内准备停车，且进路允许速度不低于（）km/h。
（A）80 （B）60 （C）40 （D）20",A
choice,168,"在电气化区段进行信号设备安装时，首要安全措施是（）。
(A)检查工具绝缘 (B)设置防护员
(C)确认并保持与接触网的安全距离 (D)穿着防护服",C
choice,169,"内屏蔽数字信号电缆敷设时的最小弯曲半径，不得小于电缆外径的（）倍。
(A) 5 (B) 10 (C) 15 (D) 20",D
choice,170,"在CTC系统与计算机联锁系统的接口中，计算机联锁系统将（）等信息发送给CTC系统。
（A）站场实时信息、命令执行结果
（B）时钟信息
（C）无岔车站信号控制命令
（D）临时限速命令",A
choice,171,"临时限速命令通过（）设备下达到临时限速服务器。
（A）CTC （B）RBC （C）TCC （D）TSRS",A
choice,172,"某组道岔在定位状态，控制台上定位表示灯绿灯点亮，若向反位单独操纵该道岔，控制台上定位表示灯绿灯熄灭，电流表指针不动，过一会儿定位表示灯绿灯又点亮，这是因为该组道岔（）。 
（A）1DQJ因故不能吸起 
（B）1DQJ↑，2DQJ因故不能转极
（C）1DQJ↑，2DQJ转极，转辙机电路故障
（D）1DQJ、2DQJ均未吸起",B
choice,173,"如果对某道岔区段办理故障解锁，应()。 
（A）同时按下ZQA和该道岔区段的SGA 
（B）同时按下ZRA和该道岔区段的SGA
（C）同时按下ZRA和该道岔区段的CA
（D）同时按下ZDCA和道岔按钮",B
choice,174,"四线制改方电路监督区间继电器电路的作用是（）,保证只有在区间空闲时才能改变运行方向。 
(A) 监督区间是否空闲
(B) 监督信号机在开放状态
(C) 监督信号机在关闭状态
(D) 监督道岔表示",A
choice,175,"办理进路锁闭引导接车，取消进路时，其引导信号关闭的时机是()。 
(A)松开引导按钮YA后YXJ↓
(B)办理引导进路解锁YJJ↑→YXJ↓
(C)车进入进路内第一个区段ⅠAGJ↓→YXJ↓
(D)车完全进入股道后YXJ↓",B
choice,176,"ZPW-2000A 轨道电路的主要电气绝缘节设备是（）。
(A)扼流变压器 (B)调谐单元（BA） (C)补偿电容 (D)防雷单元",B
choice,177,"三相电动机电源线中，任意两根线对调会使电动机()。 
(A)转速变慢 (B)转速变快 (C)不转 (D)反转",D
choice,178,"普速线路设备限界要求，轨旁设备轨面高度大于 1100mm 时，设备最外沿距线路中心不小于（）。
(A) 1750mm (B) 1850mm (C) 2440mm (D)2600mm",C
choice,179,"在CTC车站系统中，()是整个系统的核心。
(A)维修机 (B)操表机(C)联锁机(D)自律机",D
choice,180,"《铁路通信信号设备综合防雷技术规范》规定，信号设备专用贯通地线的接地电阻值不应大于（）Ω。
(A) 1 (B) 2 (C) 4 (D) 8",A
choice,181,"ZPW-2000型设备中，采用屏蔽电缆，其使用原则是：两个频率相同的（）不能设置在同一屏蔽四线组内。
(A)发送与接收 (B)发送 (C) 接收 (D)发送或接收",D
choice,182,"施工企业在需要实施旁站监理的关键部位施工前（），应书面通知监理机构。
(A) 24 小时 (B) 36 小时 (C) 48 小时 (D) 72 小时",A
choice,183,"《高速铁路信号工程细部设计和工艺质量标准》规定：信号设备室内布置的电源屏与电源屏、电源屏与组合柜之间的距离不应小于（）m。
(A) 1.0 (B) 1.2 (C) 1.5 (D) 1.8",C
